id,project_url,Researcher ID,researcher name,project title,Current Affiliation (Institution 1),"Title 1 (assistant professor, phd, postdoc, etc.) ",Misc Defined,Student/Non-Student (0/1),Researcher 2 Affiliation,"Title 2 (assistant professor, phd student, postdoc, etc.)",Researcher 3 Affiliation,"Title 3 (assistant professor, phd student, postdoc, etc.)",Researcher 4 Affiliation,Title 4,US/Non-US (0/1),Institution Classification,Institution Classification Specified,Address 1 (Affliation),zip,Address 2 (Affliation),Latitude 1 (Affliation)  ,Latitude 2 (Affliation),Longitude 1 (Affliation) ,Longitude 2 (Affliation),"City, State 1 (Affliation)","City, State 2 (Affliation)",CBSA1Affliation,CBSA 2 (Affliation),Country (if Non-US),Position 1,Position 2,Position 3,Education 1,Education 2,Education 3,Research University 1,Research University 2,Location of Research 1,Location of Research 2,"Disciplinarity (0 - single, 1 - multi)","Relevance (Theory - 0, Practice - 1, Both - 2)",Relevant Publications (expertise) (0 - dont or 1 - if they did),"Category Relevance (0 - not on list, 1- yes, 2-mixed)",,researcher_title,backers,categories,category1,category2,category3,category4,state,abbreviation,Pasteur's Quadrants (Q1: low/low; Q2: pure basic research; Q3: use-inspired basic research; Q4: applied research),funding_start,funding_end,duration,funding_target,funding_raised,funding_success,funding_percent,name 1,name 2,ID1,ID2,matches 1,matches 2,manual1,manual2,H-Index 1,H-Index 2,Citation-Count 1,Citation-Count 2,budget_overview_granularity,spending_data_granularity,usage_granularity,overall_budget_granularity,video_granularity,description_granularity,credential_granularity,researcher_background_granularity,mugshot_granularity,goal_granularity,importance_granularity,overall_project_detail,video_effort,description_effort,credentials_effort,budget_overview_effort,researcher_bio_effort,mugshot_effort,goals_writeup_effort,importance_writeup_effort,fund_usage_writeup_effort,total_effort
2156,https://experiment.com/projects/hidden-harms-in-an-urban-climate-if-you-knew-what-would-you-change,58,Stephen Holler,"Hidden harms in an urban climate: If you knew, what would you change?",Fordham University,Assistant Professor,,1,,,,,,,0,C,C,"441 E Fordham Rd, Bronx, New York 10458",10458,,40.860663,,-73.889412,,"Bronx, NY",,35620,,,Assistant Professor,Undergraduate,,"Yale University, Ph.D. In Applied Physics

Polytechnic University,  B.S. in Physics,","Fordham University, B.S. In Engineering Physics and Environmental Studies", ,Fordham University,,New York,,1,0,0,2,,"BS, Physics, Polytechnic University<br>MS, PhD, Applied Physics, Yale University<br><br>2011-Present: Assistant Professor, Fordham University<br>2010-2011: Senior Manager, Photonics R&D, Thermo Fisher Scientific<br>2003-2010: Director of R&D, NovaWave Technologies<br>",3,Ecology,Engineering,,,,New York,NY,Q2,6/2/2014 0:00,7/17/2014 23:59,46.00,2500,375,0,15,Stephen Holler,,7003341520,,1,,0,,18,,1200,,0.867,0.667,0.633,0.722,0,1,0.333,0.9,1,0.467,0.467,0.595,0,1,0.333,0.867,0.9,1,0.467,0.467,0.633,0.63
2158,https://experiment.com/projects/the-down-low-curbing-the-hiv-epidemic-in-rural-louisiana,173,Nick Van Sickels,The Down Low: Curbing the HIV Epidemic in Rural Louisiana,Tulane University School of Medicine,Assistant Professor,,1,,,,,,,0,D,D4,"6823 Saint Charles Ave, New Orleans, Louisiana 70118-5698",70118,,29.935368,,-90.123993,,"New Orleans, LA",,35380,,,Assistant Professor,,,"Dr. Nick Van Sickels, Tulane University Medical Center; Medical Director: TulaneÉ??s CD4 Clinic in Alexandria, Louisiana.

Dr. Paula Seal, Assistant Professor, LSU Medical Center

Dr. Alexandra Abrams-Downey, Tulane University

Dr. Christopher LaCross, Tulane University

Dr. Anthony Marsh, Tulane University", ,,Tulane University School of Medicine, ,Louisiana,,1,2,1,1,,"Dr. Nick Van Sickels, Tulane University Medical Center; Medical Director: TulaneÉ??s CD4 Clinic in Alexandria, Louisiana.<br>Dr. Paula Seal, Assistant Professor, LSU Medical Center<br>Dr. Alexandra Abrams-Downey, Tulane University<br>Dr. Christopher LaCross, Tulane University<br>Dr. Anthony Marsh, Tulane University<br>",25,Education,Medicine,,,,Louisiana,LA,Q4,3/17/2014 0:00,4/16/2014 23:59,31.00,500,2174,1,434.8,Nick Van Sickels,,,,0,,0,,,,,,0.433,0.667,0.767,0.622,0,1,0.667,0.8,1,0.567,0.467,0.643,0,1,0.667,0.433,0.8,1,0.567,0.467,0.767,0.633
2172,https://experiment.com/projects/where-did-the-terrapins-go-a-population-and-health-assessment,161,John Kusnierz,Where Did the Terrapins Go? A Population and Health Assessment,Kutztown University,Undergraduate,,0,,,,,,,0,A,A,"15200 Kutztown Rd, Kutztown, Pennsylvania 19530-0730",19530,,40.509817,,-75.784033,,"Kutztown, PA",,39740,,,Undergraduate,,,Kutztown University Undergraduate in Marine Science, ,,Kutztown University,,Pennsylvania,,1,2,0,1,,Kutztown University Undergraduate in Marine Science<br>,15,Ecology,Biology,,,,Pennsylvania,PA,Q3,4/22/2014 0:00,5/12/2014 23:59,21.00,1595,1694,1,106.2068966,John Kusnierz,,,,0,,0,,,,,,0.4,0.667,0.633,0.567,1,1,0.667,0.367,1,0.4,0.467,0.7,1,1,0.667,0.4,0.367,1,0.4,0.467,0.633,0.659
2180,https://experiment.com/projects/are-greek-lizards-adapting-to-live-with-humans,149,Colin Donihue,Are Greek lizards adapting to live with humans?,"Yale University, School of Forestry and Environmental Studies",PhD,,0,,,,,,,0,D,D,"Woodbridge Hall, New Haven, Connecticut 06520",6520,,41.30713,,-72.924979,,"Newhaven, CT",,35300,,,PhD Candidate,,,"PhD Candidate: School of Forestry and Environmental Studies, Yale University

MSc: School of Natural Resources and the Environment, University of Michigan

BA: Carleton College", ,,"Yale University, School of Forestry and Environmental Studies", ,Connecticut,,1,2,1,1,,"PhD Candidate: School of Forestry and Environmental Studies, Yale University<br>MSc: School of Natural Resources and the Environment, University of Michigan<br>BA: Carleton College",65,Ecology,Biology,,,,Connecticut,CT,Q1,3/17/2014 0:00,4/6/2014 23:59,21.00,3385,5000,1,147.7104874,Colin Donihue,,55969514200,,1,,0,,1,,1,,1,1,0.2,0.733,1,1,1,0.233,1,0.9,0.267,0.771,1,1,1,1,0.233,1,0.9,0.267,0.2,0.733
2183,https://experiment.com/projects/crow-funerals-what-are-they-thinking-about,237,Kaeli Swift,Crow funerals: What are they thinking about?,University of Washington,Masters,,0,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Graduate student,,,"BA in Biology from Willamette University

National Science Foundation Graduate Research Fellowship recipient 2012", ,,University of Washington,,Washington,,1,0,0,0,,BA in Biology from Willamette University<br>National Science Foundation Graduate Research Fellowship recipient 2012<br>,59,Ecology,Biology,,,,Washington,WA,Q1,3/31/2014 0:00,4/30/2014 23:59,31.00,5000,5517,1,110.34,Kaeli Swift,,,,0,,0,,,,,,0.733,1,0.867,0.867,1,1,0,1,1,1,1,0.857,1,1,0,0.733,1,1,1,1,0.867,0.844
2206,https://experiment.com/projects/water-from-oil-can-we-help-restore-iraq-s-marshes,220,Jennifer R. Pournelle,Water From Oil: Can We Help Restore Iraq's Marshes?,University of South Carolina,Researcher,,1,,,,,,,0,D,D4,,.,,,,,,SC,,,,,,,,"Research Assistant Professor, University of South Carolina 

""http://www.youtube.com/watch?v=UMvZoJNhVi4"" target="" Environment & Sustainability Program

Founder, ""http://www.sealands.org"" Sealands Archaeology and Environment Program

Visiting Fellow, ""http://www.ucl.ac.uk/qatar/people/visiting-staff/jennifer-pournelle"" UCL-Qatar", ,,University of South Carolina,,South Carolina,,1,0,0,2,,"<strong>Research Assistant Professor</strong>, University of South Carolina <a href=""http://www.youtube.com/watch?v=UMvZoJNhVi4"" target=""_blank"">Environment & Sustainability Program</a><br><strong>Founder, </strong><a href=""http://www.sealands.org"">Sealands Archaeology and Environment Program</a><br><strong></strong><strong>Visiting Fellow</strong>, <a href=""http://www.ucl.ac.uk/qatar/people/visiting-staff/jennifer-pournelle"">UCL-Qatar</a>",43,Engineering,Ecology,,,,South Carolina,SC,Q4,3/11/2014 17:16,4/15/2014 23:59,35.28,2500,4000,1,160,Jennifer R. Pournelle,,36025580300,,1,,0,,0,,0,,0.833,0.667,1,0.833,0,1,1,0.833,1,0.967,1,0.829,0,1,1,0.833,0.833,1,0.967,1,1,0.848
2210,https://experiment.com/projects/cataloging-insect-and-bat-diversity-in-belize,162,David Wyatt,Cataloging Insect and Bat Diversity in Belize,Sacramento City College,Assistant Professor,,1,,,,,,,0,A,A,,.,,,,,,,,,,,Biology Professor,,,"Sacramento City College, Biology Professor

BS in Biological Conservation and MS in Biological Conservation from The California State University, Sacramento", ,,,,,,1,0,0,1,,"Sacramento City College, Biology Professor<br><br>BS in Biological Conservation and MS in Biological Conservation from The California State University, Sacramento<br>",78,Ecology,Biology,,,,,,Q4,3/11/2014 0:59,4/20/2014 23:59,40.96,7500,7905,1,105.4,David Wyatt,,,,32,,0,,,,,,1,1,1,1,1,1,1,0.267,1,0.933,1,0.886,1,1,1,1,0.267,1,0.933,1,1,0.911
2227,https://experiment.com/projects/a-new-approach-to-treating-inflammatory-bowel-disease-colitis-and-preventing-colon-cancer,133,Lorne Hofseth,A new approach to treating inflammatory bowel disease ('colitis') and preventing colon cancer.,University of South Carolina,Associate Professor,,1,,,,,,,0,D,D4,"Charleston, SC",.,,,,,,"Columbia, SC",,,,,Associate Professor,,,"Past: 1996-1999:  Michigan State University

1999-2004:  National Cancer Institute

Current:2004-present:  South Carolina College of Pharmacy, University of South Carolina", ,,University of South Carolina,,South Carolina,,1,0,1,1,,"Past:<br>1996-1999:  Michigan State University<br>1999-2004:  National Cancer Institute<br>Current:<br>2004-present:  South Carolina College of Pharmacy, University of South Carolina",2,Biology,Medicine,,,,South Carolina,SC,Q3,3/20/2014 10:48,4/29/2014 23:59,40.55,3750,115,0,3.066666667,Lorne Hofseth,,6602522204,,1,,0,,31,,3950,,0.467,0.667,0.2,0.445,1,1,0.667,0.9,1,0.9,0.4,0.838,1,1,0.667,0.467,0.9,1,0.9,0.4,0.2,0.726
2233,https://experiment.com/projects/flies-on-the-brain-can-fruit-flies-aid-in-curing-neurodegeneration,159,Lani C. Keller,Flies on the Brain: Can Fruit Flies Aid in Curing Neurodegeneration?,Quinnipiac University,Assistant Professor,,1,,,,,,,0,A,A,"Mt Carmel Ave, Hamden, Connecticut 06518",6518,,41.425718,,-72.875612,,"Hamden, CT",,35300,,,,,,"B.S. 2001 University of Puget Sound

Ph.D. 2009 University of California, San Francisco

2010-2012 IRACDA Postdoctoral Fellow

2012-current Assistant Professor, Quinnipiac University", ,,Quinnipiac University,,Connecticut,,1,2,0,1,,"B.S. 2001 University of Puget Sound<br>Ph.D. 2009 University of California, San Francisco<br>2010-2012 IRACDA Postdoctoral Fellow<br>2012-current Assistant Professor, Quinnipiac University",39,Education,Biology,,,,Connecticut,CT,Q3,3/31/2014 0:00,5/10/2014 23:59,41.00,4000,4125,1,103.125,Lani C. Keller,,12804890200,,1,,0,,5,,305,,0.733,0.333,0.067,0.378,1,1,0.333,0.233,1,0.933,0.033,0.647,1,1,0.333,0.733,0.233,1,0.933,0.033,0.067,0.593
2236,https://experiment.com/projects/nasa-microgravity-university-how-does-lunar-dust-react-to-getting-hit,13,UW ZeroG Team,NASA Microgravity University: How does lunar dust react to getting hit?,University of Washington,Undergraduate,,0,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,B.S. MechE,B.S. EE,B.S. AstroAero,"NASA Microgravity University

University of Washington

BS in Mechanical Engineering, Electrical Engineering, Aeronautics and Astronautics, Mathematics, and Civil Engineering", ,,University of Washington,,Washington,,1,1,0,0,,NASA Microgravity University<br>University of Washington<br>BS in Mechanical Engineering<br>BS in Electrical Engineering<br>BS in Aeronautics and Astronautics<br>BS in Mathematics<br>BS in Civil Engineering<br>,28,Physics,Engineering,,,,Washington,WA,Q2,3/28/2014 22:57,5/7/2014 23:59,40.04,2000,2100,1,105,,,,,,,0,,,,,,1,1,0.867,0.956,0,1,0.667,0.9,1,0.833,0.233,0.662,0,1,0.667,1,0.9,1,0.833,0.233,0.867,0.722
2254,https://experiment.com/projects/feeding-ecology-of-endangered-green-sea-turtles,66,Suzanne Nelson,Feeding ecology of endangered green sea turtles,"University of Colorado, Denver",Researcher,,1,,,,,,,0,C,C,"2199 S. University Blvd, Denver, Colorado 80208",80208,,39.676679,,-104.95939,,"Denver, CO",,19740,,Caribbean,,,,"Ph.D. in Wildlife Ecology from the University of Florida 

M.S. in Biology from the University of Illinois at Urbana-Champaign

M.A. in Science Education from the University of Colorado at Boulder 

B.S. in Biology from the University of Illinois at Urbana-Champaign

I work at the University of Colorado.", ,,,,,,1,2,0,1,,Ph.D. in Wildlife Ecology from the University of Florida <br>M.S. in Biology from the University of Illinois at Urbana-Champaign <br>M.A. in Science Education from the University of Colorado at Boulder <br>B.S. in Biology from the University of Illinois at Urbana-Champaign<br>I work at the University of Colorado. <br>,4,Ecology,Biology,,,,Colorado,CO,Q3,3/24/2014 22:51,4/23/2014 23:59,30.05,5000,220,0,4.4,Suzanne Nelson,,,,5,,0,,,,,,0.4,1,0.333,0.578,0,1,0.667,0.333,1,0.267,0.133,0.486,0,1,0.667,0.4,0.333,1,0.267,0.133,0.333,0.459
2259,https://experiment.com/projects/how-did-race-turn-el-paso-into-a-booming-commercial-city-in-the-early-1900s,247,Jonathan Weber,How did race turn El Paso into a booming commercial city in the early 1900s?,Florida State University,PhD,,0,,,,,,,0,D,D4,,.,,,,,,,,,,,,,,PhD in History from Florida State University, ,,,,,,0,0,0,0,,PhD in History from Florida State University<br>,3,Education,,,,,,,Q2,4/14/2014 0:00,5/14/2014 23:59,31.00,1000,130,0,13,Jonathan Weber,,,,11,,0,,,,,,0.8,1,0.8,0.867,0,1,0,0.067,1,0.033,0.333,0.348,0,1,0,0.8,0.067,1,0.033,0.333,0.8,0.448
2271,https://experiment.com/projects/saving-the-most-endangered-seabird-in-the-americas,160,Juan Mart°nez,Saving the most endangered seabird in the Americas,"Instituto de Ecologia, A. C.",Researcher,,1,,,,,,,1,A,A,,.,,,,,,Coyoacan,,,,Mexico,,,,"Dr. Juan Mart??nez. Research Scientist. Instituto de Ecolog??a, A.C.

Former Chairman of the Alliance for Zero Extinction - M??xico<br>Former President of Endemicos Insulares, A.C.

Former Executive Director of the Island Endemics Foundation", ,,"Instituto de Ecolog??a, A. C.",,"Coyoacan, Mexico",,1,1,1,1,,"Dr. Juan Mart??nez. Research Scientist. Instituto de Ecolog??a, A.C.<br>Former Chairman of the Alliance for Zero Extinction - M??xico<br>Former President of Endemicos Insulares, A.C.<br>Former Executive Director of the Island Endemics Foundation<br>",39,Ecology,Biology,,,,,,Q4,5/15/2014 0:00,7/14/2014 23:59,61.00,2500,2738,1,109.52,Juan Mart°nez,,,,2,,"['47862025300', '55712368500']",,,,,,0.733,0.667,0.6,0.667,1,1,0.667,0.933,1,0.467,0.433,0.786,1,1,0.667,0.733,0.933,1,0.467,0.433,0.6,0.759
2272,https://experiment.com/projects/warm-ants-predicting-the-impacts-of-climate-change-on-biodiversity-down-under,74,Israel Del Toro,Warm Ants! Predicting the impacts of climate change on biodiversity Down Under.,University of Massachusetts Amherst ,Masters,,0,,,,,,,0,D,D4,"374 Whitmore Building 181 Presidents Drive, Amherst, Massachusetts 01003",1003, ,42.370772,,-72.533204,,"Amherst, MA",,44140,,,Doctoral Studies,,,MS from University of Massachusetts Amherst, ,,University of Massachusetts Amherst , ,Massachusetts,,1,0,0,1,,MS from University of Massachusetts Amherst,32,Computer-Science,Ecology,,,,Massachusetts,MA,Q3,3/25/2014 1:00,4/29/2014 23:59,35.96,2000,2000,0,100,Israel Del Toro,,35558392500,,2,,"['35558392500', '54895021900']",,3,,21,,0.967,0.667,0.933,0.856,1,1,1,0.367,1,1,0.6,0.852,1,1,1,0.967,0.367,1,1,0.6,0.933,0.874
2282,https://experiment.com/projects/can-you-make-algae-biofuel-in-cool-cloudy-western-washington,200,Rose Ann Cattolico,"Can you make algae biofuel in cool, cloudy Western Washington?",University of Washington,Full Professor,,1,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Professor,,,"Rose Ann Cattolico, Ph.D.

Professor of Biology

Adjunct Professor of Oceanography","Chloe Deodato, PMP

B.S. in Zoology with Music Minor, UW Seattle

Project Management Certificate, North Seattle College", ,University of Washington,,Washington,,1,2,1,1,,"Rose Ann Cattolico, Ph.D.<br>Professor of Biology<br>Adjunct Professor of Oceanography<br><br>Chloe Deodato, PMP<br>B.S. in Zoology with Music Minor, UW Seattle<br>Project Management Certificate, North Seattle College<br>",1,Ecology,Biology,,,,Washington,WA,Q3,6/16/2014 0:00,7/21/2014 23:59,36.00,6000,50,0,0.833333333,Rose Ann Cattolico,,6701380718,,1,,0,,11,,232,,1,1,0.633,0.878,0,1,0.667,0.9,1,0.467,0.433,0.638,0,1,0.667,1,0.9,1,0.467,0.433,0.633,0.678
2289,https://experiment.com/projects/city-growth-and-trade-at-the-ancient-maya-site-of-alabama-in-belize,52,Sonja Schwake,City Growth and Trade at the Ancient Maya Site of Alabama in Belize.,Franklin & Marshall College,Full Professor,,1,,,,,,,0,A,A,,.,,,,,,"Lancaster, PA",,,,,Visiting Assistant Professor,Adjunct Professor,,"UCSD, Ph.D.","University of Calgary, Ph.D.",,Franklin & Marshall College,,Pennsylvania,,1,0,0,0,,"<em>Dr. Sonja Schwake completed her Ph.D. at UCSD and is currently a Visiting Assistant Professor at Franklin & Marshall College. Dr. Meaghan Peuramaki-Brown completed her Ph.D. at the University of Calgary, where she is an Adjunct Professor.  </em>",39,Education,Ecology,,,,Pennsylvania,PA,Q2,5/12/2014 0:00,6/11/2014 23:59,31.00,5000,5700,1,114,Sonja Schwake,,6506072262,,1,,0,,1,,3,,0.9,1,0.633,0.844,1,1,0.333,0.767,1,0.4,0.467,0.71,1,1,0.333,0.9,0.767,1,0.4,0.467,0.633,0.722
2296,https://experiment.com/projects/how-does-sprint-training-impact-blood-sugar-and-inflammation,135,Chris Harnish,How does Sprint Training Impact Blood Sugar and Inflammation?,Virginia Commonwealth University,PhD,,0,,,,,,,0,D,D4,"910 W Franklin St, Richmond, Virginia 23284-2512",23284,,37.549316,,-77.452545,,"Richmond, VA",,40060,,,,,,Chris has an MS from the University of South Carolina and is currently completing his PhD dissertation research at Virginia Commonwealth University., ,,Virginia Commonwealth University, ,Virginia,,1,0,1,1,,Chris has an MS from the University of South Carolina and is currently completing his PhD dissertation research at Virginia Commonwealth University.,13,Biology,Medicine,,,,Virginia,VA,Q3,4/4/2014 4:00,5/11/2014 0:00,36.83,3500,5010,1,143.1428571,Chris Harnish,,6507978702,,1,,0,,3,,72,,0.5,0.333,1,0.611,0,1,0.667,0.167,1,0.933,0.9,0.667,0,1,0.667,0.5,0.167,1,0.933,0.9,1,0.685
2306,https://experiment.com/projects/is-depression-contagious-an-analysis-using-college-roommates,85,Joao Guassi Moreira,Is depression contagious? An analysis using college roommates,"University of Illinois, Urbana-Champaign",Undergraduate,,0,,,,,,,0,D,D2,"601 E John Street, Champaign, Illinois 61820-5711",61820,,40.109132,,-88.230238,,"Champaign, IL",,16580,,,Undergraduate,,,"Undergraduate Researcher at the University of Illinois, Urbana-Champaign

Working under the supervision of Dr. Eva Telzer, Ph.D", ,,,,,,0,0,0,1,,"Undergraduate Researcher at the University of Illinois, Urbana-Champaign<br><br>Working under the supervision of Dr. Eva Telzer, Ph.D<br>",43,Social and Behavioral Science,,,,,Illinois,IL,Q2,4/21/2014 0:00,6/5/2014 23:59,46.00,1000,1025,1,102.5,Joao Guassi Moreira,,,,38,,0,,,,,,0.833,0.333,0.167,0.444,0,1,0,0.8,1,0.267,0.4,0.495,0,1,0,0.833,0.8,1,0.267,0.4,0.167,0.496
2327,https://experiment.com/projects/how-will-february-s-coal-ash-spill-affect-north-carolina-for-years-to-come,54,Joseph Gildner,How will the February 2014 coal ash spill affect North Carolina for years to come?,East Carolina University,Masters,,0,,,,,,,0,B,B,"East 5th Street, Greenville, North Carolina 27858-4353",27858,,35.61106,,-77.372499,,"Greenville, NC ",,24780,,,,,,"East Carolina University, B.S. in Biology

Biology Candidate, M.S.", ,,East Carolina University,,North Carolina,,1,0,0,1,,BS from East Carolina University in Biology<br>MS in Biology Candidate<br>,3,Ecology,Biology,,,,North Carolina,NC,Q2,4/21/2014 0:00,5/16/2014 23:59,26.00,5680,135,0,2.376760563,Joseph Gildner,,12140854800,,1,,0,,0,,0,,0.867,1,0.6,0.822,1,1,0.333,0.433,0,0.233,0.367,0.481,1,1,0.333,0.867,0.433,0,0.233,0.367,0.6,0.537
2339,https://experiment.com/projects/working-together-with-colombian-whale-watchers-to-protect-humpback-whales,189,Natalia Botero,Working together with Colombian whale watchers to protect humpback whales,University of Southern Mississippi,PhD,,0,,,,,,,0,C,C,,.,,,,,,,,,,,Team Member,,,"Biologist University of Antioquia (Medell??n, Colombia)

M.A./PhD Candidate at the University of Southern Mississippi", ,,Macu†ticos Colombia Foundation , ,,,1,2,0,1,,"Natalia Botero Acosta<br>Biologist University of Antioquia (Medell??n, Colombia)<br>M.A./PhD Candidate at the University of Southern Mississippi",6,Ecology,Biology,,,,,,Q4,5/12/2014 0:00,6/16/2014 23:59,36.00,3150,210,0,6.666666667,Natalia Botero,,37060418500,,3,,"['7801564902', '37060418500', '55343105600']",,1,,3,,1,0.333,0.567,0.633,1,1,0.667,0.567,1,0.4,0.367,0.714,1,1,0.667,1,0.567,1,0.4,0.367,0.567,0.73
2406,https://experiment.com/projects/but-mommm-how-do-students-and-parents-differ-when-choosing-colleges,11,Nick Huntington-Klein,But mommm! How do students and parents differ when choosing colleges?,University of Washington,PhD,,0,,,,,,,0,D,D2,"1400 NE Campus Parkway, Seattle, Washington 98195-4550",98195,,47.656216,,-122.31312,,"Seattle, WA",,42660,,,Doctoral Student,,,"Ph.D Candidate, University of Washington, Seattle

M.A. University of Washington, 2012

B.A. Reed College, 2009

Predoctoral fellowship with the Institute of Education Sciences

Ensley Fellowship in Economic Policy.", ,,University of Washington,,Washington,,0,0,0,1,,"Ph.D Candidate, University of Washington, Seattle<br>M.A. University of Washington, 2012<br>B.A. Reed College, 2009<br>Predoctoral fellowship with the Institute of Education Sciences<br>Ensley Fellowship in Economic Policy.",4,Social and Behavioral Science,Education,,,,Washington,WA,Q2,4/21/2014 0:00,5/21/2014 23:59,31.00,1200,195,0,16.25,Nick Huntington-Klein,,,,0,,0,,,,,,0.333,0.333,0.367,0.344,1,1,0,0.167,1,0.4,0.4,0.567,1,1,0,0.333,0.167,1,0.4,0.4,0.367,0.519
